ruleID	organism	gene	nodeID	refseq accession	GenBank accession	HMM accession	ARO accession	mutation	variation type	context	drug	drug class	phenotype	clinical category	breakpoint	breakpoint standard	PMID	evidence code	evidence grade	evidence limitations	rule curation note	
ACI0154	s__Acinetobacter baumannii	blaADC	blaADC	-	-	NF000425.2	ARO:3005459	-	Gene presence detected	core	cefotaxime	-	wildtype	R	MIC > 64 mg/L 	ECOFF (May 2025)	10639377	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	"ADC is responsible for 3rd generation cephalosporin resistance: ceftazidime and cefotaxime. ISAba1, typically 9bp upstream, but they can be found also 7bp upstream, increase MICs."	
ACI0155	s__Acinetobacter baumannii	blaADC-1	blaADC-1	WP_004714775.1	-	-	ARO:3003847	-	Gene presence detected	core	-	third-generation cephalosporin	wildtype	R	not applicable	ECOFF (May 2025)	10639377	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	"ADC is responsible for 3rd generation cephalosporin resistance: ceftazidime and cefotaxime. ISAba1, typically 9bp upstream, but they can be found also 7bp upstream, increase MICs."	
ACI0156	s__Acinetobacter baumannii	blaADC-1	blaADC-1	WP_004714775.1	-	-	ARO:3003847	-	Gene presence detected	core	ceftazidime	-	wildtype	R	MIC > 16 mg/L 	ECOFF (May 2025)	10639377	"ECO:0001103 natural variation mutant evidence, ECO:0005027 genetic transformation evidence, ECO:0000005 enzymatic activity assay evidence"	moderate	lacks evidence of the degree to which MIC is affected	The presence of this variant increased the MIC from <=0.125 mg/L to 16 mg/L in an E. coli background (PMID 10639377).	
ACI0157	s__Acinetobacter baumannii	blaADC-1	blaADC-1	WP_004714775.1	-	-	ARO:3003847	-	Gene presence detected	core	cefotaxime	-	wildtype	R	MIC > 64 mg/L 	ECOFF (May 2025)	10639377	"ECO:0001103 natural variation mutant evidence, ECO:0005027 genetic transformation evidence, ECO:0000005 enzymatic activity assay evidence"	moderate	lacks evidence of the degree to which MIC is affected	The presence of this variant increased the MIC from <=0.125 mg/L to 4 mg/L in an E. coli background (PMID 10639377).	
ACI0158	s__Acinetobacter baumannii	ant(3'')-II	ant(3'')-II	-	-	NF033220.1	ARO:3004089	-	Gene presence detected	core	gentamicin	-	wildtype	S	not applicable	EUCAST v15.0 (2025)	28152054	ECO:0001103 natural variation mutant evidence	strong		AMG's: ant(3'')-IIa and ant(3'')-IIc are intrinsic (>99% of genomes). These enzymes confer resistance only to spectinomycin and streptomycin. See rules ACI0166 and ACI0167.	
ACI0159	s__Acinetobacter baumannii	ant(3'')-II	ant(3'')-II	-	-	NF033220.1	ARO:3004089	-	Gene presence detected	core	tobramycin	-	wildtype	S	not applicable	EUCAST v15.0 (2025)	28152054	ECO:0001103 natural variation mutant evidence	strong		AMG's: ant(3'')-IIa and ant(3'')-IIc are intrinsic (>99% of genomes). These enzymes confer resistance only to spectinomycin and streptomycin. See rules ACI0166 and ACI0167.	
ACI0160	s__Acinetobacter baumannii	amvA	amvA	WP_001170306.1	-	-	-	-	Gene presence detected	core	-	-	wildtype	S	not applicable	-	34552198	-	-	lacks clinical evidence	Core gene encoding a�spermidine and spermine efflux pump (PMID: 34552198). Relevance to antimicrobials lacks evidence.	
ACI0161	s__Acinetobacter baumannii	gyrA	-	WP_000116450.1	-	-	ARO:3003292	-	Gene presence detected	core	-	fluoroquinolone antibiotic	wildtype	S	not applicable	EUCAST v15.0 (2025)	7625818	ECO:0001103 natural variation mutant evidence	strong		"Fluoroquinolone resistance: FQ-R is mediated by amino acid substitutions in GyrA and ParC, the vast majority of FQ-R isolates have the following substitutions, S81L and S84L, in GyrA and ParC respectively. There are a few other substitutions in the literature. Be aware, that earlier publications used E. coli numbering for GyrA/ParC. Nowadays we don’t use the E. coli numbering. wild type GyrA isolates are susceptible to FQ's"	
ACI0162	s__Acinetobacter baumannii	gyrA	-	WP_000116450.1	-	-	ARO:3003292	p.Ser81Leu	Protein variant detected	acquired	-	fluoroquinolone antibiotic	nonwildtype	R	not applicable	EUCAST v15.0 (2025)	7625818	ECO:0001103 natural variation mutant evidence	strong		"Fluoroquinolone resistance: FQ-R is mediated by amino acid substitutions in GyrA and ParC, the vast majority of FQ-R isolates have the following substitutions, S81L and S84L, in GyrA and ParC respectively. There are a few other substitutions in the literature. Be aware, that earlier publications used E. coli numbering for GyrA/ParC. Nowadays we don’t use the E. coli numbering. Ser81-Leu GyrA isolates are resistant to FQ's with ciprofloxacin MICs raised to 4mg/L"	
ACI0163	s__Acinetobacter baumannii	parC	-	WP_000116450.1	-	-	ARO:3003292	-	Gene presence detected	core	-	fluoroquinolone antibiotic	wildtype	S	not applicable	EUCAST v15.0 (2025)	9222045	ECO:0001103 natural variation mutant evidence	strong		The ParC substituion is nearly always associated with the GyrA FQ-R substitutions	
ACI0164	s__Acinetobacter baumannii	parC	-	WP_000116450.1	-	-	ARO:3003292	p.Ser84Leu	Protein variant detected	acquired	-	fluoroquinolone antibiotic	nonwildtype	R	not applicable	EUCAST v15.0 (2025)	36010006	ECO:0001103 natural variation mutant evidence	strong		The ParC substituion is nearly always associated with the GyrA FQ-R substitutions	
ACI0165	s__Acinetobacter baumannii	ant(3'')-II	ant(3'')-II	-	-	NF033220.1	ARO:3004089	-	Gene presence detected	core	amikacin	-	wildtype	S	not applicable	EUCAST v15.0 (2025)	28152054	ECO:0001103 natural variation mutant evidence	strong		AMG's: ant(3'')-IIa and ant(3'')-IIc are intrinsic (>99% of genomes). These enzymes confer resistance only to spectinomycin and streptomycin. See rules ACI0166 and ACI0167.	"PGH, MH,BL,VB"
ACI0166	s__Acinetobacter baumannii	ant(3'')-II	ant(3'')-II	-	-	NF033220.1	ARO:3004089	-	Gene presence detected	core	spectinomycin	-	wildtype	R	not applicable	EUCAST v15.0 (2025)	28152054	ECO:0001103 natural variation mutant evidence	strong		AMG's: ant(3'')-IIa and ant(3'')-IIc are intrinsic (>99% of genomes). These enzymes confer resistance only to spectinomycin and streptomycin.	"PGH, MH,BL,VB"
ACI0167	s__Acinetobacter baumannii	ant(3'')-II	ant(3'')-II	-	-	NF033220.1	ARO:3004089	-	Gene presence detected	core	streptomycin	-	wildtype	R	not applicable	EUCAST v15.0 (2025)	28152054	ECO:0001103 natural variation mutant evidence	strong		AMG's: ant(3'')-IIa and ant(3'')-IIc are intrinsic (>99% of genomes). These enzymes confer resistance only to spectinomycin and streptomycin.	"PGH, MH"
ACI0168	s__Acinetobacter baumannii	abaF	abaF		ABO11759.2	-	-	-	Gene presence detected	core	fosfomycin	-	wildtype	R	not applicable	EUCAST Expected Resistant Phenotypes v1.2 (2023)	27650185	ECO:0000012 functional complementation evidence; ECO:00001091 knockout phenotypic evidence	strong	low clinical relevance	AbaF is an MFS efflux pump. Gene knockout in A. baumannii revealed its contribution to fosfomycin resistance.	
